,comment
524,"['yarn2158', 'improved', 'assertion', 'messages', 'testrmwebservicesappsmodification', 'contributed', 'varun', 'vasudev', 'svn', 'merge', 'ignoreancestry', 'c', '1608667', 'trunkgitsvnid', 'httpssvnapacheorgreposasfhadoopcommonbranchesbranch21608668', '13f7953547bb03109956ffa450edef68']"
525,"['yarn1608', 'linuxcontainerexecutor', 'debug', 'messages', 'info', 'level', 'kashagitsvnid', 'httpssvnapacheorgreposasfhadoopcommonbranchesbranch21558875', '13f7953547bb03109956ffa450edef68']"
526,"['yarn3853', 'add', 'docker', 'container', 'runtime', 'support', 'linuxcontainterexecutor', 'contributed', 'sidharta', 'seethanacherry', 'picked', 'commit', '3e6fce91a471b4a5099de109582e7c6417e8a822conflicts', 'hadoopyarnprojecthadoopyarnhadoopyarnserverhadoopyarnservernodemanagersrcmainjavaorgapachehadoopyarnservernodemanagerlinuxcontainerexecutorjava']"
527,"['yarn975', 'added', 'filesystem', 'implementation', 'historystorage', 'contributed', 'zhijie', 'shen', 'svn', 'merge', 'ignoreancestry', 'c', '1556727', 'yarn321gitsvnid', 'httpssvnapacheorgreposasfhadoopcommonbranchesbranch21562184', '13f7953547bb03109956ffa450edef68']"
528,"['yarn2768', 'improved', 'yarn', 'registry', 'service', 'record', 'structure', 'stevel']"
529,"['hdfs2500', 'avoid', 'file', 'system', 'operations', 'bpofferservice', 'thread', 'processing', 'deletes', 'contributed', 'todd', 'lipcongitsvnid', 'httpssvnapacheorgreposasfhadoopcommonbranchesbranch0231190072', '13f7953547bb03109956ffa450edef68']"
530,"['bz1025874', 'fixing', 'incremental', 'update', 'kjars']"
531,"['added', 'fixes', 'waltz', 'run', 'waltz50gitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk7071', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
532,"['jbrules340', 'core', 'implementation', 'node', 'added', 'reteoobuilder', 'added', 'unit', 'testedgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk5713', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
533,"['jbrules393', 'xml', 'dump', 'illegal', 'characters', 'fixed', 'javier', 'prietogitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk5949', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
534,"['bz986000', 'drltorulemodel', 'marshalling', 'improvements']"
535,"['jbrules2339', 'jbrules2440', 'fixing', 'ruleflow', 'group', 'managementgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk32725', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
536,"['jbrules527', 'adding', 'primitive', 'support', 'alpha', 'hashing', 'codegitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk7150', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
537,"['jbrules1520', 'moving', 'test', 'correct', 'test', 'filegitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk19375', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
538,"['jbrules3343', 'property', 'specific', 'added', 'fix', 'bypassmodifytolefttuplesink', 'working', 'lianodes']"
539,"['drools820', 'reuse', 'pommodel', 'already', 'available']"
540,"['fixed', 'compilation', 'issues', 'due', 'incorrect', 'use', 'propagationcontextimpl', 'constructorgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk19847', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
541,"['jbrules130gitsvnid', 'httpssvnjbossorgreposlabstrunklabsjbossrules3283', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
542,"['removed', 'unncessary', 'else', 'check', 'replaced', 'elsegitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk26039', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
543,"['jbrules1618', 'check', 'context', 'classloader', 'current', 'thread', 'using']"
544,"['adding', 'new', 'test', 'issue', 'related', 'pattern', 'ordering', 'throwing', 'notsupportedoperationexception']"
545,"['drools601', 'fix', 'queries', 'used', 'combination', 'agendagroups']"
546,"['bz1042867', 'fix', 'projectclassloader', 'running', 'osgi']"
547,"['test', 'coverage', 'nesting', 'cesgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk4586', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
548,"['jbrules1590', 'fixing', 'problem', 'shadow', 'proxy', 'cloning', 'collectionsgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk19783', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
549,"['refactoringgitsvnid', 'httpssvnjbossorgreposlabstrunklabsjbossrules2301', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
550,"['jbrules3170', 'compiler', 'erroneously', 'resolves', 'package', 'declared', 'classes', 'name', 'basic', 'classes']"
551,"['jbrules1805', 'fixing', 'multithread', 'buggitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk23501', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
552,"['drools1026', 'improve', 'equalshashcode', 'performances', 'rete', 'nodes']"
553,"['removed', 'ignore', 'passing', 'test', 'updated', 'central', 'test', 'helper', 'methods']"
554,"['drools812', 'properly', 'close', 'inputstreams']"
555,"['jbrules976', 'fixing', 'problems', 'collections', 'clonning', 'adding', 'unit', 'testsgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk13162', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
556,"['jbrules2121', 'javadialect', 'isnt', 'creating', 'unique', 'ids', 'fixed', 'name', 'checkedgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk26929', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
557,"['bz1044973', 'guided', 'rule', 'editor', 'let', 'user', 'set', 'objects', 'parameters', 'method', 'calls', 'objects', 'super', 'type', 'parameter']"
558,"['jbrules659', 'fixing', 'problem', 'multidimentional', 'arraysgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk9457', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
559,"['drools991', 'allow', 'configure', 'maxeventsinmemory', 'filelogger']"
560,"['fixing', 'npegitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk6187', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
561,"['fixed', 'issue', 'comment', 'work', 'item', 'definition', 'file', 'results', 'null', 'work', 'item', 'definition', 'object', 'filtering', 'null', 'nowgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk26933', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
562,"['drools128', 'fix', 'retriving', 'global', 'entry', 'set', 'stateless', 'session']"
563,"['jbrules527', 'fixing', 'compilation', 'problemsgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk6992', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
564,"['remove', 'support', 'deprecated', 'brl', 'files']"
565,"['changes', 'resolve', 'issues', 'discovered', 'integration', 'testsgitsvnid', 'httpssvnjbossorgreposlabstrunklabsjbossrules3441', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
566,"['bz1092084', 'raise', 'compilation', 'error', 'attribute', 'defined', 'twice', 'rule']"
567,"['works', 'non', 'droolsobjectinputstream', 'serializationgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk13207', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
568,"['fixed', 'mvel', 'parser', 'context', 'naming', 'issuegitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk23995', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
569,"['jbrules1736', 'dynamically', 'generated', 'types', 'must', 'get', 'classloader', 'rulebase', 'root', 'classloader', 'nowgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk21573', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
570,"['jbrules3668', 'format', 'shorten', 'kprojectxml', 'file']"
571,"['jbrules2439gitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk31842', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
572,"['jbrules498', 'optimised', 'hashmap', 'implementations', 'changed', 'reteooworkingmemory', 'modifyobject', 'retractassert', 'also', 'leaps', 'move', 'modifyobject', 'method', 'abstractworkingmemorygitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk6642', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
573,"['drools198', 'avoid', 'useless', 'cleanup', 'staged', 'activations', 'phreak']"
574,"['make', 'tuplesourcetest', 'workgitsvnid', 'httpssvnjbossorgreposlabstrunklabsjbossrules2284', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
575,"['jbrules233', 'leapsgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk4214', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
576,"['jbrules2835', 'use', 'new', 'environment', 'constant']"
577,"['jbrules2353', 'update', 'humantask', 'new', 'grid', 'inf', 'commandexecutor', 'fix', 'unsupported', 'seterror', 'methodsgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk30808', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
578,"['drools336', 'avoid', 'share', 'leftinputadapternode', '2', 'sinks', 'different', 'property', 'reactive', 'masks']"
579,"['throw', 'exception', 'user', 'transaction', 'found']"
580,"['reducing', 'error', 'level', 'warn', 'avoid', 'unnecessary', 'warnings', 'session', 'id', 'cannot', 'found']"
581,"['fixes', 'mannersgitsvnid', 'httpssvnjbossorgreposlabstrunklabsjbossrules2061', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
582,"['jbrules2817', 'make', 'knowledgeagent', 'tests', 'robust', 'fastergitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk36213', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
583,"['fixing', 'testgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk20387', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
584,"['jbrules737', 'fixing', 'problem', 'inspecting', 'classes', 'static', 'initializersgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk10190', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
585,"['drools740', 'fix', 'jitting', 'constraint', 'strings', 'concatenation']"
586,"['drools818', 'register', 'declared', 'listeners', 'statelesskiesession']"
587,"['drools383', 'support', 'switch', 'string', 'eclipse', 'compiler', 'least', 'known', 'documented', 'configuration', 'property', 'orgeclipsejdtcorecompilercompliance', 'needs', 'set', 'along', 'orgeclipsejdtcorecompilersource', 'orgeclipsejdtcorecompilercodegentargetplatform', 'properties', 'going', 'work', 'underlaying', 'jvm', '7']"
588,"['jbrules1820', 'exception', 'input', 'stream', 'explicitly', 'closedgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk36154', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
589,"['jbrules2849', 'workaround', 'bug', 'jdk', '5', 'concerning', 'alternatives', 'lookbehind', 'assertions', 'using', 'alternatives', 'lookbehind', 'assertions', 'rather', 'lookbehind', 'assertion', 'alternatives']"
590,"['jbpm3814', 'bz', '1002724', 'bugfixes', 'regards', 'concurrency', 'cherry', 'picked', 'commit', '2bf24d6908c1976fca356b2e96279355e863db5a', 'changed', 'environmentimpl', 'use', 'concurrent', 'hashmap', 'significant', 'persistence', 'changes', 'jpapersistencecontextmanager', 'class', 'reverted', 'locking', 'changes', 'singlesessioncommandservice', 'since', 'fix', 'jbpm3814', 'possible', 'level', 'sscs', 'form', 'locking', 'appscoped', 'entity', 'manager', 'also', 'deleted', 'unsused', 'interfaces', 'applicationscopedpersistencecontext', 'transactionablepersistentcontext']"
591,"['testremovepackage', 'worksgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk7100', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
592,"['jbrules2537', 'json', 'marshaller', 'added', 'json', 'marshaller', 'using', 'xstream', 'unit', 'testsgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk33359', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
593,"['fix', 'failing', 'tests']"
594,"['jbrules1102', 'bug', 'defaultbetaconstraint', 'class', 'indexing', 'never', 'turn', 'fixed', 'defaultbetaconstraints', 'added', 'comprehensive', 'unit', 'testgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk14396', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
595,"['bz743283', 'decision', 'tables', 'support', 'timer', 'column', 'instead', 'deprecated', 'duration', 'attribute']"
596,"['bz1007977', 'returning', 'cached', 'kiemodule', 'kierepository', 'referring', 'snapshot', 'release', 'check', 'newer', 'release', 'maven', 'repository']"
597,"['jbrules85gitsvnid', 'httpssvnjbossorgreposlabstrunklabsjbossrules3162', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
598,"['bz1039639', 'gre', 'doesnt', 'recognize', 'mvel', 'inline', 'lists', 'opening', 'rule']"
599,"['jbrules1498', 'thead', 'safe', 'partitioning', 'workingmemory', 'entry', 'pointsgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk18794', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
600,"['added', 'scannerchangesettest', 'scans', 'csv', 'resource', 'file', 'changes']"
601,"['fix', 'incremental', 'compilation', 'updating', 'kiemodule', 'without', 'changing', 'release', 'id', 'snaphots']"
602,"['bz1006481', 'ui', 'support', 'extends', 'rule', 'keyword', 'broken']"
603,"['jbrules2375', 'fixing', 'deadlock', 'queued', 'actionsgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk33500', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
604,"['jbrules1268', 'activationremove', 'removing', 'wrong', 'activation', 'used', 'events', 'queue', 'set', 'null', 'dequeuegitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk15781', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
605,"['jbrules3126', 'npe', 'retracting', 'object', 'collection', 'field', 'accumulated']"
606,"['drools94', 'fix', 'baseobjectclassfieldreader', 'reading', 'numeric', 'values']"
607,"['jbrules1906', 'npe', 'literalrestriction', 'value', 'set', 'nullgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk24509', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
608,"['fixing', 'reflection', 'constructor', 'use', 'int', 'instead', 'long', 'ksessionid']"
609,"['bz975922', 'gre', 'constraint', 'operator', 'list', 'box', 'problems', 'reopening', 'file']"
610,"['bz980385', 'fix', 'comparison', '2', 'timer', 'nodes']"
611,"['update', 'unit', 'tests', 'leftinputadapternodegitsvnid', 'httpssvnjbossorgreposlabstrunklabsjbossrules2283', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
612,"['bz1074672', 'fixing', 'legacy', 'api', 'properly', 'handle', 'resource', 'configuration', 'cherry', 'picked', 'commit', '645d0e5cb86225a898391960350588d1817b1de2']"
613,"['fix', 'outofboundexception', 'memoryfilesystemexistsfile']"
614,"['drools839', 'fix', 'logictransformer', 'accumulate']"
615,"['jbrules447', 'small', 'fix', 'rule', 'attributesgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk6003', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
616,"['fix', 'test', 'using', 'using', 'longer', 'existing', 'consequenceexceptiongetrule', 'method']"
617,"['drools293', 'fix', 'objecttypenode', 'id', 'creation', 'comparison']"
618,"['jbrules2817', 'make', 'knowledgeagent', 'tests', 'robust', 'faster', 'kagent', 'event', 'listener', 'test', 'enabled', 'modified', 'adopt', 'new', 'kagent', 'test', 'architecture']"
619,"['bz1200383', 'dependency', 'cannot', 'found', 'log', 'complete', 'stack', 'trace', 'debug', 'mode']"
620,"['really', 'fix', '154gitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk3914', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
621,"['jbrules3263', 'fix', 'jitted', 'contraints', 'invoking', 'interface']"
622,"['drools515', 'kiecamel', 'broken', 'camel', 'update', 'added', 'static', 'field', 'allow', 'unit', 'tests', 'ensure', 'keys', 'ordered']"
623,"['fix', 'weld', 'problem', 'caused', 'beansxml', 'droolscompiler']"
624,"['jbrules446', 'support', 'rulebase', 'configuration', 'via', 'jsr94', 'registerruleexecutionset', 'propertiesgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk13123', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
625,"['fixed', 'bug', 'disconnected', 'facthandles', 'jbrules3187', 'added', 'test', 'verify', 'fixed', 'bug']"
626,"['drools37', 'fix', 'jitting', 'comparison', 'contraints', 'cherry', 'picked', 'commit', '5ea47c020451949cc52708494afdfa50799467a2']"
627,"['jbrules2934', 'add', 'newregisterworkitemhandlercommand', 'commandfactory', 'unit', 'test']"
628,"['jbrules527', 'adding', 'primitive', 'support', 'hashcode', 'calculation', 'indexinggitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk7155', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
629,"['drools121', 'detect', 'circular', 'dependencies', 'declared', 'types']"
630,"['refactor', 'gav', 'releaseid']"
631,"['jbrules3714', 'add', 'capability', 'configure', 'dateeffectivedateexpires', 'spreadsheet']"
632,"['jbrules313', 'adding', 'fire', 'limit', 'optiongitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk12927', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
633,"['jbrules1641', 'foreach', 'node', 'initial', 'core', 'implementation', 'node', 'jbrules1551', 'workflow', 'human', 'tasks', 'human', 'task', 'node', 'swimlane', 'integrationgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk20429', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
634,"['jbrules1730', 'add', 'support', 'data', 'types', 'writing', 'processes', 'xml', 'pluggable', 'data', 'types', 'supportgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk21496', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
635,"['added', 'analysis', 'result', 'htmlgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk15004', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
636,"['add', 'support', 'maven', 'version', 'ranges']"
637,"['jbrules313', 'adding', 'halt', 'commandgitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk12902', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
638,"['allow', 'specify', 'optional', 'environment', 'creating', 'new', 'kiesession']"
639,"['jbrules3200', 'support', 'dynamic', 'typing', 'aka', 'traits']"
640,"['implementing', 'support', 'incremental', 'updates', 'kcontainers']"
641,"['jbrules527', 'adding', 'primitive', 'support', 'indexinggitsvnid', 'httpssvnjbossorgreposlabslabsjbossrulestrunk7158', 'c60d74c8e8f603109e8fd4a2fc68ab70']"
642,"['drools389', 'improve', 'support', 'traitable', 'pojos', 'trait', 'interfaces']"
643,"['drools114', 'support', 'defeasible', 'rules']"
644,"['move', 'test', 'output', 'one', 'level', 'downfor', 'readclassdatatest', 'compilejavaagainstkotlintest']"
645,"['introduce', 'renderingcontext', 'add', 'parameter', 'diagnosticparameterrendererrenderrenderingcontext', 'holds', 'data', 'whole', 'diagnostics', 'allowing', 'adjust', 'rendering', 'parameters']"
646,"['extracted', 'error', 'messages', 'defaultdiagnosticrenderer', 'special', 'defaulterrormessages', 'class']"
647,"['merge', 'two', 'jettypemappermaptocallablemethod', 'methods']"
648,"['base', 'class', 'multifile', 'tests', 'extracted']"
649,"['fixed', 'kt1797', 'completion', 'nested', 'class', 'name', 'extension', 'function', 'definition', 'kt1797', 'fixed']"
650,"['extract', 'function', 'make', 'membertoplevel', 'function', 'private', 'default']"
651,"['type', 'annotations', 'supported', 'java', 'elementsreflectionrelated', 'implementations', 'pending']"
652,"['fix', 'code', 'compile']"
653,"['fix', 'tests', 'recent', 'refactoring']"
654,"['optimize', 'search', 'package', 'part', 'files', 'jetpositionmanager']"
655,"['avoid', 'wrapping', 'assertionerror', 'see', 'kt7501']"
656,"['refactoring', 'typeinfofactorycreatetypeinfo', 'without', 'type', 'notypeinfo', 'getnotnulltype', 'gettypenotnull', 'nullability', 'refined', 'style', 'fixes']"
657,"['js', 'fix', 'rhino', '64k', 'issue']"
658,"['test', 'data', 'paths', 'fixed']"
659,"['change', 'signature', 'fail', 'unresolved', 'psimethod', 'kt9535', 'fixed']"
660,"['added', 'new', 'test', 'java8']"
661,"['standard', 'library', 'imported', 'properly', 'rather', 'enclosing', 'user', 'code']"
662,"['add', 'test', 'privatetothis', 'visibility', 'traits']"
663,"['add', 'test', 'lookups', 'classifier', 'members']"
664,"['j2k', 'correct', 'conversion', 'nested', 'class', 'references', 'kt5294', 'fixed', 'kt5400', 'fixed']"
665,"['minor', 'additional', 'logging', 'failing', 'read', 'file', 'virtualfilekotlinclass']"
666,"['add', 'withruntime', 'withreflect', 'directives', 'box', 'testscurrently', 'tests', 'boxwithstdlib', 'run', 'runtime', 'reflectionincluded', 'eventually', 'theyll', 'merged', 'box', 'using', 'directives']"
667,"['escaping', 'keywords', 'used', 'identifiers', 'descriptorrenderer', 'kt2810', 'fixed']"
668,"['constraint', 'incorporationin', 'constraint', 'system', 'new', 'bound', 'incorporatedall', 'new', 'constrains', 'derived', 'itand', 'existing', 'ones', 'added']"
669,"['unused', 'method', 'removed']"
670,"['drop', 'jetclassobject', 'element', 'usagesas', 'class', 'objects', 'represented', 'jetobjectdeclaration', 'element']"
671,"['js', 'enumerable', 'ecma5']"
672,"['tests', 'match']"
673,"['hassyntaxerrors', 'check', 'moved', 'diagnostic', 'positioningstrategythis', 'makes', 'possible', 'mark', 'diagnostic', 'errors', 'syntax', 'error', 'present', 'overriding', 'isvalid', 'positioningstrategy', 'subclasses']"
674,"['minor', 'move', 'boxagainstjava', 'logic', 'separate', 'test', 'class']"
675,"['reflection', 'support']"
676,"['try', 'keyword']"
677,"['introduce', 'variable', 'forbid', 'extraction', 'class', 'initializer', 'aside', 'body', 'kt8329', 'fixed']"
678,"['reporting', 'real', 'source', 'file', 'paths', 'k2js', 'compiler']"
679,"['kt737', 'compareto', 'intrinsic']"
680,"['lazy', 'receiver', 'parameter', 'descriptor', 'avoid', 'eager', 'computation', 'default', 'types']"
681,"['config', 'refactoring']"
682,"['debug', 'output', 'removed']"
683,"['rename', 'jettypemapper', 'constants']"
684,"['split', 'protobufcallable', 'three', 'messages', 'constructor', 'function', 'propertyserialize', 'moment', 'drop', 'old', 'one', 'bootstrap']"
685,"['custom', 'equals', 'operator', 'includes', 'little', 'patch', 'frontendkt2354', 'fixed']"
686,"['usages', 'asktscope', 'removed']"
687,"['better', 'root', 'ns']"
688,"['removed', 'dotestchar', 'since', 'erroneousif', 'lookupstring', 'tailtext', 'null', 'completionchar', 'ignored']"
689,"['rendering', 'nice', 'unicode', 'arrow', 'function', 'types', 'ui']"
690,"['fix', 'ea39487']"
691,"['invert', 'condition', 'intention', 'smaller', 'availability', 'range', 'refactored']"
692,"['replaced', 'addreturntypefix', 'specifytypeexplicitlyaction', 'properties']"
693,"['refactoring', 'annotationresolverresolveannotationsarguments']"
694,"['reformat', 'code', 'optimize', 'imports']"
695,"['withdeferredresolve', 'removed', 'never', 'used']"
696,"['refactored', 'reference', 'provider', 'logic']"
697,"['wrongly', 'added', 'test', 'removed', 'correct', 'one', 'added', 'zhenja']"
698,"['prohibit', 'arraynothing']"
699,"['one', 'test', 'added']"
700,"['minor', 'make', 'moduledescriptor', 'public', 'injectorsits', 'much', 'convenient', 'call', 'injectorgetmodule', 'thaninjectorgetresolvesessiongetmoduledescriptor']"
701,['rename']
702,"['abstract', 'data', 'sealed', 'data', 'also', 'deprecated']"
703,['cleanup']
704,"['fixed', 'highlighting', 'enum', 'object', 'names', 'code', 'kt8134', 'fixed']"
705,"['kt4124', 'add', 'support', 'simple', 'nested', 'classes']"
706,"['remove', 'unused', 'method']"
707,"['exception', 'fix', 'diagnose', 'error', 'generic', 'type', 'subtype', 'set', 'tests', 'ea64453', 'fixed']"
708,"['initial', 'implementation', 'kt6427', 'completion', 'use', 'java', 'name', 'suggestion', 'complete', 'function', 'parameters', 'filtered', 'synthetic', 'kotlin', 'classes', 'completion']"
709,"['kt1808', 'auto', 'import', 'offers', 'private', 'static', 'java', 'classes', 'kt1808', 'fixed']"
710,"['reimplemented', 'extension', 'literal', 'definition', 'calls', 'comply', 'jquery', 'conventions']"
711,"['extract', 'function', 'fix', 'signature', 'update', 'dialog', 'opening']"
712,"['mark', 'error', 'type', 'expression', 'resolved', 'namespace', 'expressionexpectednamespacefound', 'error']"
713,"['show', 'warning', 'usages', 'javaclasst', 'annotations', 'loaded', 'java']"
714,"['tuple', 'literals']"
715,"['fix', 'breakpoints', 'inline', 'functions', 'libraries']"
716,"['fixed', 'ea70945']"
717,"['fix', 'kt9897', 'cannot', 'pop', 'operand', 'empty', 'stack', 'arraylist', 'element', 'kt9897', 'fixed']"
718,"['kt8968', 'special', 'completion', 'super', 'kt8968', 'fixed']"
719,"['base', 'class', 'surrounders', 'statements']"
720,['refactoring']
721,"['constructor', 'body', 'generation', 'extracted', 'method', 'migrated', 'printer', 'convenience']"
722,"['controlflow', 'analysis', 'fix', 'bug', 'finallyblock', 'repetition', 'presence', 'nonlocal', 'returns', 'ea65982', 'fixed']"
723,"['decompiler', 'introduce', 'deserializerfordecompilercomponent', 'resolve', 'descriptors', 'without', 'projectit', 'builds', 'dummy', 'descriptors', 'dependencies', 'enough', 'build', 'decompiled', 'text']"
724,"['support', 'checking', 'loaded', 'descriptors', 'agains', 'expected', 'txt', 'file']"
725,"['fix', 'kt10472', 'compare', 'overloads', 'including', 'varargs', 'single', 'pass']"
726,['formatting']
727,"['abstract', 'lazy', 'test', 'gianostics']"
728,"['method', 'cache', 'classdescriptorserializer']"
729,"['minor', 'refactor']"
730,"['extract', 'function', 'consider', 'reference', 'broken', 'corresponding', 'diagnostics', 'changed', 'code', 'fragment', 'extraction', 'kt8633', 'fixed']"
731,"['supported', 'propagation', 'subclass', 'jucollection', 'similar', 'classes']"
732,"['create', 'usage', 'create', 'constructor', 'parameter', 'reference', 'delegation', 'specifier', 'kt6601', 'fixed']"
733,"['removed', 'unused', 'methods', 'ktscope']"
734,"['introduce', 'variable', 'support', 'extraction', 'string', 'template', 'fragments', 'kt2089', 'fixed']"
735,"['implemented', 'better', 'rendering', 'parameters', 'default', 'values', 'decompiler', 'descriptor', 'renderer', 'kt1582', 'fixed']"
736,"['kt3639', 'cant', 'find', 'sources', 'abstractiterator', 'navigating', 'stack', 'strace', 'fixed']"
737,"['deprecate', 'dont', 'write', 'kotlinclasskind', 'removed', 'later']"
738,"['smart', 'completion', 'code', 'improvements', 'refactorings', 'code', 'review']"
739,"['lazy', 'resolve', 'packagelevel', 'objects', 'handled', 'properly']"
740,"['get', 'rid', 'obsolete', 'syntax', 'quickfixes', 'changing', 'lambdas', 'signature', 'wrap', 'parameters', 'set', 'return', 'type', 'fix', 'existing', 'testdata']"
741,"['refactored', 'generation', 'static', 'initializer']"
742,"['fix', 'kt9299', 'project', 'circular', 'dependencies', 'modules', 'ide', 'reports', 'error', 'use', 'internal', 'class', 'another', 'module', 'corresponding', 'code', 'still', 'compiles', 'runskt9299', 'fixed']"
743,"['fix', 'header', 'scope', 'secondary', 'constructorsadd', 'companion', 'objects', 'scope', 'nested', 'classes', 'kt6996', 'fixed']"
744,"['prevent', 'lazy', 'types', 'accidentally', 'computed', 'debug']"
